Train_Number,Train_Name,Start_Station,Start_Code,Destination_Station,Destination_Code,Departure,Arrival
11073,Ltt Chennai Express,Lokmanyatilak T,LTT,Chennai Central,MAS,22:02,18:22
1061,Ltt Mau Special,Lokmanyatilak T,LTT,Mau Junction,MAU,02:29,16:07
11043,Madurai Express,Lokmanyatilak T,LTT,Madurai Junction,MDU,07:50,00:53
1057,Ltt Mfp Special,Lokmanyatilak T,LTT,Muzaffarpur Junction,MFP,09:52,12:13
11061,Muzaffarpur Express,Lokmanyatilak T,LTT,Muzaffarpur Junction,MFP,09:12,04:23
12117,Ltt Manmad Express,Lokmanyatilak T,LTT,Manmad Junction,MMR,23:32,17:20
22101,Rajya Rani Express,Lokmanyatilak T,LTT,Manmad Junction,MMR,01:13,08:54
11011,Ltt Nanded Express,Lokmanyatilak T,LTT,Nanded,NED,12:38,15:38
1421,Ltt Nagpur Junction Special,Lokmanyatilak T,LTT,Nagpur Junction,NGP,21:09,21:35
1097,Ltt Nagpur Junction Special,Lokmanyatilak T,LTT,Nagpur Junction,NGP,20:49,23:46
11205,Ltt Nzb Express,Lokmanyatilak T,LTT,Nizamabad,NZB,01:31,02:24
22109,Ltt Nzm Ac Express,Lokmanyatilak T,LTT,Hazrat Nizamuddin,NZM,08:52,23:22
2109,Ltt Nzm Ac Special,Lokmanyatilak T,LTT,Hazrat Nizamuddin,NZM,15:19,21:17
12173,Udyog Nagri Express,Lokmanyatilak T,LTT,Partapgarh Junction,PBH,00:03,22:51
1053,Ltt Patna S Special,Lokmanyatilak T,LTT,Patna Junction,PNBE,05:22,21:17
3256,Ltt Patna Special,Lokmanyatilak T,LTT,Patna Junction,PNBE,22:54,00:52
2053,Pnbe Premium Special,Lokmanyatilak T,LTT,Patna Junction,PNBE,08:50,13:46
22865,Ltt Puri Superfast Express,Lokmanyatilak T,LTT,Puri,PURI,15:26,22:56
12145,Ltt Puri Superfast Express,Lokmanyatilak T,LTT,Puri,PURI,01:04,07:52
13202,Ltt Rjpb Express,Lokmanyatilak T,LTT,Rajendra Nagar,RJPB,05:18,07:47
18610,Ranchi Express,Lokmanyatilak T,LTT,Ranchi,RNC,17:30,09:43
2219,Ltt Sc Superfast Special,Lokmanyatilak T,LTT,Secunderabad Junction,SC,10:11,23:50
12219,Sc Duronto Express,Lokmanyatilak T,LTT,Secunderabad Junction,SC,21:37,19:39
18029,Ltt Shalimar Express,Lokmanyatilak T,LTT,Shalimar,SHM,01:51,01:00
11069,Tulsi Express,Lokmanyatilak T,LTT,Allahabad Junction,SLD,04:14,19:29
12143,Ltt Sln Superfast Express,Lokmanyatilak T,LTT,Sultanpur,SLN,14:30,10:49
1073,Ltt Src Superfast Special,Lokmanyatilak T,LTT,Santragachi Junction,SRC,10:52,08:03
8059,Ltt Src Superfast Special,Lokmanyatilak T,LTT,Santragachi Junction,SRC,04:30,11:42
8069,Ltt Src Special,Lokmanyatilak T,LTT,Santragachi Junction,SRC,19:36,19:12
1067,Ltt Ten Special,Lokmanyatilak T,LTT,Tirunelveli Junction,TEN,13:15,13:53
16345,Netravati Express,Lokmanyatilak T,LTT,Trivandrum Cntl,TVC,10:24,18:23
17318,Ltt Hubli Express,Lokmanyatilak T,LTT,SSS Hubballi Junction,ULB,23:30,22:17
17322,Ltt Hubli Express,Lokmanyatilak T,LTT,SSS Hubballi Junction,ULB,14:41,15:53
7318,Ltt Hubli Special,Lokmanyatilak T,LTT,SSS Hubballi Junction,ULB,05:39,02:04
1029,Lttvlnk Special,Lokmanyatilak T,LTT,Vellankanni,VLNK,07:36,08:17
18520,Ltt Vskp Express,Lokmanyatilak T,LTT,Vishakapatnam,YPR,06:11,10:27
22848,Ltt Vskp Superfast Express,Lokmanyatilak T,LTT,Vishakapatnam,YPR,17:16,05:15
22820,Ltt Vskp Superfast Express,Lokmanyatilak T,LTT,Vishakapatnam,YPR,21:38,04:40
,,,,,,,
9415,Mao Adi Special,Madgaon,MAO,Ahmedabad Junction,ADI,23:57,02:34
9010,Mao Bdts Special,Madgaon,MAO,Bandra Terminus,BDTS,01:21,20:21
12449,Goa Sampark K Express,Madgaon,MAO,Chandigarh Junction,CDG,01:32,12:58
12052,Jan Shatabdi Express,Madgaon,MAO,Dadar Western,DDR,21:10,16:05
10215,Madgaon Ers Express,Madgaon,MAO,Eranakulam Junction,ERS,08:07,16:40
2907,Mao Hapa Express,Madgaon,MAO,Hapa,HAPA,00:47,02:36
22907,Mao Hapa Superfast Express,Madgaon,MAO,Hapa,HAPA,12:16,02:31
11086,Ltt Doubledecker,Madgaon,MAO,Lokmanyatilak T,LTT,18:47,16:54
1046,Ltt Ganpati Special,Madgaon,MAO,Lokmanyatilak T,LTT,20:02,08:20
1008,Mao Ltt Ac Special,Madgaon,MAO,Lokmanyatilak T,LTT,06:08,12:32
1230,Mao Ltt Ac Special,Madgaon,MAO,Lokmanyatilak T,LTT,09:39,05:51
112,Mao Ltt Special,Madgaon,MAO,Lokmanyatilak T,LTT,00:42,04:22
126,Mao Ltt Special,Madgaon,MAO,Lokmanyatilak T,LTT,10:38,20:32
114,Mao Ltt Special,Madgaon,MAO,Lokmanyatilak T,LTT,20:16,04:03
56641,Mao Maq Passenger,Madgaon,MAO,Mangalore Cntl,MAQ,09:01,05:05
22635,Maq Intercity E,Madgaon,MAO,Mangalore Cntl,MAQ,08:01,00:16
6002,Mao Mas Special,Madgaon,MAO,Chennai Central,MAS,23:00,12:56
1034,Cstm Ganpati Special,Madgaon,MAO,Mumbai Central,MMCT,13:15,07:03
10112,Konkan Kanya Express,Madgaon,MAO,Mumbai Central,MMCT,12:25,23:01
10104,Mandovi Express,Madgaon,MAO,Mumbai Central,MMCT,18:19,04:13
1052,Mao Cstm Special,Madgaon,MAO,Mumbai Central,MMCT,01:02,01:34
2455,Mao Ndls Ac Special,Madgaon,MAO,New Delhi,NDLS,21:45,00:15
4429,Nzm Premium Special,Madgaon,MAO,Hazrat Nizamuddin,NMZ,01:09,14:43
22413,Nzm RaJPhani,Madgaon,MAO,Hazrat Nizamuddin,NMZ,02:22,09:47
,,,,,,,
22609,Intercity Express,Mangalore Cntl,MAQ,Coimbatore Junction,CBE,18:32,01:55
16687,Navyug Express,Mangalore Cntl,MAQ,Jammu Tawi,JAT,03:31,08:06
7605,Maq Kcg Express,Mangalore Cntl,MAQ,Kacheguda,KCG,12:18,20:45
17605,Maq Kcg Express,Mangalore Cntl,MAQ,Kacheguda,KCG,18:49,17:08
12620,Matsyaganda Express,Mangalore Cntl,MAQ,Lokmanyatilak T,LTT,14:44,17:12
22636,Madgaon Express,Mangalore Cntl,MAQ,Madgaon,MAO,01:38,07:34
56640,Madgaon Passenger,Mangalore Cntl,MAQ,Madgaon,MAO,16:22,18:16
12686,Chennai Express,Mangalore Cntl,MAQ,Chennai Central,MAS,04:02,01:30
6016,Chennai Express,Mangalore Cntl,MAQ,Chennai Central,MAS,08:12,10:34
12602,Chennai Mail,Mangalore Cntl,MAQ,Chennai Central,MAS,21:14,04:40
22638,West Coast Express,Mangalore Cntl,MAQ,Chennai Central,MAS,03:42,23:31
16860,Maq Chennai Express,Mangalore Cntl,MAQ,Chennai Egmore,MS,03:31,11:33
16605,Ernad Express,Mangalore Cntl,MAQ,Nagercoil Junction,NCJ,16:59,21:33
16856,Puducherry Express,Mangalore Cntl,MAQ,Puducherry,PDY,15:01,19:59
16858,Puducherry Express,Mangalore Cntl,MAQ,Puducherry,PDY,23:02,14:45
22852,Src Vivek Express,Mangalore Cntl,MAQ,Santragachi Junction,SRC,21:41,07:58
16630,Malabar Express,Mangalore Cntl,MAQ,Trivandrum Cntl,TVC,05:33,22:36
16603,Maveli Express,Mangalore Cntl,MAQ,Trivandrum Cntl,TVC,11:47,12:26
16348,Trivandrum Express,Mangalore Cntl,MAQ,Trivandrum Cntl,TVC,18:44,09:05
16566,Yesvantpur Express,Mangalore Cntl,MAQ,Yesvantpur Junction,YPR,04:27,12:14
,,,,,,,
19419,Mas Adi Express,Chennai Central,MAS,Ahmedabad Junction,ADI,18:44,04:53
12656,Navajivan Express,Chennai Central,MAS,Ahmedabad Junction,ADI,17:06,19:30
22639,Alleppey Express,Chennai Central,MAS,Alleppey,ALLP,10:35,17:28
12375,Mas Asn Express,Chennai Central,MAS,Asansol Junction,ASN,06:13,04:41
12829,Bhubaneswar Express,Chennai Central,MAS,Bhubaneswar,BBS,10:57,17:36
22631,Bkn Ac Superfast Express,Chennai Central,MAS,Bikaner Junction,BKN,14:26,17:32
12852,Bilaspur Express,Chennai Central,MAS,Bilaspur Junction,BSP,02:29,18:48
12077,Jan Shatabdi,Chennai Central,MAS,Vijayawada Junction,BZA,13:13,12:08
12712,PREWAkini Express,Chennai Central,MAS,Vijayawada Junction,BZA,16:21,08:27
12673,Cheran Express,Chennai Central,MAS,Coimbatore Junction,CBE,16:38,05:42
6009,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,08:37,14:14
6615,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,04:24,21:33
6605,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,10:48,17:53
6603,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,00:43,14:22
12681,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,09:29,15:45
6607,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,08:39,12:12
12679,Coimbatore Express,Chennai Central,MAS,Coimbatore Junction,CBE,03:35,22:53
12675,Kovai Express,Chennai Central,MAS,Coimbatore Junction,CBE,06:52,20:05
6625,Mas Cbe Express,Chennai Central,MAS,Coimbatore Junction,CBE,16:17,06:46
605,Mas Cbe Premium,Chennai Central,MAS,Coimbatore Junction,CBE,01:11,09:55
603,Mas Cbe Premium,Chennai Central,MAS,Coimbatore Junction,CBE,18:47,02:06
12243,Shatabdi Express,Chennai Central,MAS,Coimbatore Junction,CBE,03:27,21:05
12669,Gangakaveri Express,Chennai Central,MAS,Chhapra,CPR,22:27,12:16
22649,Yercaud Express,Chennai Central,MAS,Erode Junction,ER,00:33,12:26
6055,Ernakulum Express,Chennai Central,MAS,Eranakulam Junction,ERS,00:10,07:44
6345,Ernakulum Express,Chennai Central,MAS,Eranakulam Junction,ERS,03:43,23:21
12755,Haldia Express,Chennai Central,MAS,Haldia,HLZ,10:05,09:17
22613,Haldia Express,Chennai Central,MAS,Haldia,HLZ,08:55,01:43
12842,Coromandel Express,Chennai Central,MAS,Howrah Junction,HWH,11:55,10:24
12840,Howrah Mail,Chennai Central,MAS,Howrah Junction,HWH,04:47,07:50
2842,Mas Hwh Premium,Chennai Central,MAS,Howrah Junction,HWH,05:50,07:09
12759,CharmREWAr Express,Chennai Central,MAS,Hyderabad Decan,HYB,09:40,17:45
12603,Hyderabad Express,Chennai Central,MAS,Hyderabad Decan,HYB,07:15,11:17
16031,Andaman Express,Chennai Central,MAS,Jammu Tawi,JAT,16:24,06:45
12967,Jaipur Express,Chennai Central,MAS,Jaipur,JP,18:18,15:07
2759,Kacheguda Express,Chennai Central,MAS,Kacheguda,KCG,18:09,06:40
6315,Kochuveli Express,Chennai Central,MAS,Kochuveli,KCVL,11:07,05:33
6081,Kochuveli Express,Chennai Central,MAS,Kochuveli,KCVL,07:48,03:08
6339,Kochuveli Express,Chennai Central,MAS,Kochuveli,KCVL,23:05,12:56
6011,Kochuveli Express,Chennai Central,MAS,Kochuveli,KCVL,18:28,14:34
6337,Mas Kcvl Express,Chennai Central,MAS,Kochuveli,KCVL,19:44,14:01
16093,Lucknow Express,Chennai Central,MAS,Lucknow Nr,LNJ,21:58,23:37
11074,Chennai Ltt Express,Chennai Central,MAS,Lokmanyatilak T,LTT,00:48,16:10
6003,Madgaon Express,Chennai Central,MAS,Madgaon,MAO,19:30,20:03
6001,Madgaon Express,Chennai Central,MAS,Madgaon,MAO,22:37,10:25
6015,Mangalore Express,Chennai Central,MAS,Mangalore Cntl,MAQ,05:48,04:09
12685,Mangalore Express,Chennai Central,MAS,Mangalore Cntl,MAQ,04:30,00:31
12601,Mangalore Mail,Chennai Central,MAS,Mangalore Cntl,MAQ,03:44,23:19
22637,West Coast Express,Chennai Central,MAS,Mangalore Cntl,MAQ,11:37,11:22
22205,Mdu Duronto Express,Chennai Central,MAS,Madurai Junction,MDU,23:04,22:35
11042,Mumbai Express,Chennai Central,MAS,Mumbai Central,MMCT,07:18,10:19
11028,Mumbai Mail,Chennai Central,MAS,Mumbai Central,MMCT,16:30,15:36
12671,Nilagiri Express,Chennai Central,MAS,Metupalaiyam,MTP,19:15,08:42
16021,Kaveri Express,Chennai Central,MAS,Mysore Junction,MYS,11:19,12:56
22682,Mysore Express,Chennai Central,MAS,Mysore Junction,MYS,19:56,04:26
12007,Shatabdi Express,Chennai Central,MAS,Mysore Junction,MYS,22:14,01:30
6005,Mas Ncj Express,Chennai Central,MAS,Nagercoil Junction,NCJ,06:48,00:13
6309,Nagercoil Express,Chennai Central,MAS,Nagercoil Junction,NCJ,17:30,11:26
12689,Nagercoil Express,Chennai Central,MAS,Nagercoil Junction,NCJ,15:55,15:56
6083,Nagercoil Express,Chennai Central,MAS,Nagercoil Junction,NCJ,23:46,03:22
12615,Grand Trunk Express,Chennai Central,MAS,New Delhi,NDLS,17:45,07:22
12621,Tamil Nadu Express,Chennai Central,MAS,New Delhi,NDLS,05:07,04:22
22611,Mas Njp Express,Chennai Central,MAS,New Jalpaiguri,NJP,15:25,06:26
12611,Nzm Garib Rath,Chennai Central,MAS,Hazrat Nizamuddin,NMZ,02:36,08:00
16003,Mas Nsl Express,Chennai Central,MAS,Nagarsol,NSL,04:06,03:02
12269,Duronto Express,Chennai Central,MAS,Hazrat Nizamuddin,NZM,09:29,09:13
12433,RaJPhani Express,Chennai Central,MAS,Hazrat Nizamuddin,NZM,08:06,02:38
22651,Palani Express,Chennai Central,MAS,Palani,PLNI,14:42,03:19
6028,Pune Gr Express,Chennai Central,MAS,Pune Junction,PUNE,16:00,23:20
22860,Mas Puri Express,Chennai Central,MAS,Puri,PURI,19:43,17:42
6019,Mas Rmm Express,Chennai Central,MAS,Rameswaram,RMM,22:01,05:43
12609,Bangalore Express,Chennai Central,MAS,Bangalore Cy Junction,SBC,21:01,14:11
6029,Bangalore Express,Chennai Central,MAS,Bangalore Cy Junction,SBC,05:23,06:56
12657,Bangalore Mail,Chennai Central,MAS,Bangalore Cy Junction,SBC,00:39,00:05
12639,Brindavan Express,Chennai Central,MAS,Bangalore Cy Junction,SBC,10:29,21:51
12607,Lalbagh Express,Chennai Central,MAS,Bangalore Cy Junction,SBC,17:36,15:11
22625,Sbc Double Deck,Chennai Central,MAS,Bangalore Cy Junction,SBC,02:52,21:40
12027,Shatabdi Express,Chennai Central,MAS,Bangalore Cy Junction,SBC,14:25,00:49
22826,Mas Shm Express,Chennai Central,MAS,Shalimar,SHM,03:17,05:10
22601,Shirdi Express,Chennai Central,MAS,Sarewagar Shirdi,SNSI,06:36,01:33
22808,Mas Src Ac Express,Chennai Central,MAS,Santragachi Junction,SRC,22:23,15:35
2808,Mas Src Express,Chennai Central,MAS,Santragachi Junction,SRC,20:58,01:17
6063,Mas Srr Superfast Express,Chennai Central,MAS,Shoranur Junction,SRR,15:57,07:33
12691,Sspn Express,Chennai Central,MAS,Sai P Nilayam,SSPN,18:48,03:49
6007,Tuticorin Express,Chennai Central,MAS,Tuticorin,TN,00:34,02:11
16057,Sapthagiri Express,Chennai Central,MAS,Tirupati,TPTY,06:24,18:15
16053,Tirupathi Express,Chennai Central,MAS,Tirupati,TPTY,22:07,23:53
16203,Tirupathy Express,Chennai Central,MAS,Tirupati,TPTY,02:28,08:23
22207,Super Ac Express,Chennai Central,MAS,Trivandrum Cntl,TVC,17:28,02:24
12697,Trivandrum Express,Chennai Central,MAS,Trivandrum Cntl,TVC,18:54,20:13
12695,Trivandrum Express,Chennai Central,MAS,Trivandrum Cntl,TVC,12:29,03:23
12623,Trivandrum Mail,Chennai Central,MAS,Trivandrum Cntl,TVC,14:11,14:45
7313,Mas Hubli Express,Chennai Central,MAS,SSS Hubballi Junction,ULB,02:52,18:23
17313,Mas Hubli Express,Chennai Central,MAS,SSS Hubballi Junction,ULB,04:21,23:48
17311,Mas Vasco Express,Chennai Central,MAS,Vasco Da Gama,VSG,22:04,02:14
22870,VSKPtnam Express,Chennai Central,MAS,Vishakapatnam,VSKP,03:06,03:29
12292,Yesvantpur Express,Chennai Central,MAS,Yesvantpur Junction,YPR,22:46,00:22
,,,,,,,
12687,Dehradun Express,Madurai Junction,MDU,Chandigarh Junction,CDG,19:09,03:36
9724,Mdu Jp Premium,Madurai Junction,MDU,Jaipur,JP,08:39,11:34
17616,Kacheguda Express,Madurai Junction,MDU,Kacheguda,KCG,02:27,02:51
11044,LOKHAmanya Tt Express,Madurai Junction,MDU,Lokmanyatilak T,LTT,20:00,02:28
22206,Mas Duronto Express,Madurai Junction,MDU,Chennai Central,MAS,23:36,03:55
22624,Chennai Express,Madurai Junction,MDU,Chennai Egmore,MS,22:08,03:52
12794,Chennai Express,Madurai Junction,MDU,Chennai Egmore,MS,04:35,16:14
12638,Pandian Express,Madurai Junction,MDU,Chennai Egmore,MS,03:12,15:24
12636,Vaigai Express,Madurai Junction,MDU,Chennai Egmore,MS,13:43,14:44
12651,Sampark Kranti,Madurai Junction,MDU,Hazrat Nizamuddin,NZM,02:25,08:22
,,,,,,,
12211,Anvt Garib Rath,Muzaffarpur Junction,MFP,Anand Vihar Terminal,ANVT,20:25,04:27
3556,Mfp Asn Special,Muzaffarpur Junction,MFP,Asansol Junction,ASN,14:47,12:46
3572,Mfp Asn Special,Muzaffarpur Junction,MFP,Asansol Junction,ASN,11:47,06:52
19040,Avadh Express,Muzaffarpur Junction,MFP,Bandra Terminus,BDTS,00:17,18:10
9040,Mfp Bdts Special,Muzaffarpur Junction,MFP,Bandra Terminus,BDTS,08:21,14:16
13420,Jansewa Express,Muzaffarpur Junction,MFP,Bhagalpur,BGP,23:05,16:42
5232,Mfp Bju Special,Muzaffarpur Junction,MFP,Barauni Junction,BJU,11:37,15:08
19052,Bl Shramik Express,Muzaffarpur Junction,MFP,Valsad,BL,05:14,07:05
15001,Mfp Ddn Express,Muzaffarpur Junction,MFP,Dehradun,DDN,22:01,07:41
4315,Mfp Hw Special,Muzaffarpur Junction,MFP,Haridwar Junction,HW,04:23,21:34
12491,Mour Dhwaj Express,Muzaffarpur Junction,MFP,Jammu Tawi,JAT,11:45,12:43
5226,Mfp Koaa Special,Muzaffarpur Junction,MFP,Kolkata,KOAA,17:06,09:23
13158,Tirhut Express,Muzaffarpur Junction,MFP,Kolkata,KOAA,14:38,00:03
11062,Mfp Ltt Express,Muzaffarpur Junction,MFP,Lokmanyatilak T,LTT,14:49,14:28
12537,Manduadih Express,Muzaffarpur Junction,MFP,Manduadih,MUV,19:54,20:23
19270,Pbr Express,Muzaffarpur Junction,MFP,Porbandar,PBR,07:00,13:25
12557,Sapt Kranti Express,Muzaffarpur Junction,MFP,Anand Vihar Terminal,SRC,03:44,20:37
19054,Mfp St Express,Muzaffarpur Junction,MFP,SURAT,ST,03:02,12:58
4975,Mfp Svdk Special,Muzaffarpur Junction,MFP,Shmata V D Ktra,SVDK,21:00,23:45
14523,Hariharnath Express,Muzaffarpur Junction,MFP,Ambala Cant Junction,UMB,18:41,05:55
15228,Mfp Ypr Express,Muzaffarpur Junction,MFP,Yesvantpur Junction,YPR,21:23,06:52
,,,,,,,
3443,Mldt Anvr Special,Malda Town,MLDT,Anand Vihar,ANVT,06:04,09:04
13429,Mldt Anvt Express,Malda Town,MLDT,Anand Vihar Terminal,ANVT,05:22,12:00
13418,Mldt Dgha Express,Malda Town,MLDT,Digha Flag Stn,DGHA,19:24,09:14
13413,Farakka Express,Malda Town,MLDT,Delhi,DLI,20:00,07:13
13483,Farakka Express,Malda Town,MLDT,Delhi,DLI,23:30,09:35
13466,Intercity Express,Malda Town,MLDT,Howrah Junction,HWH,22:18,07:36
53004,Mldt Hwh Fast Passenger,Malda Town,MLDT,Howrah Junction,HWH,10:24,22:59
13012,Mldt Hwh Intercity Express,Malda Town,MLDT,Howrah Junction,HWH,21:03,03:02
14003,Nfk Ndls Express,Malda Town,MLDT,New Delhi,NDLS,18:22,11:53
13415,Mldt Pnbe Express,Malda Town,MLDT,Patna Junction,PNBE,02:54,13:47
3445,Mldt Rnc Special,Malda Town,MLDT,Ranchi,RNC,23:03,01:35
13154,Gour Express,Malda Town,MLDT,Sealdah,SDAH,03:36,15:41
13425,Mldt St Express,Malda Town,MLDT,SURAT,ST,18:58,17:45
,,,,,,,
12931,Adi Double Deck,Mumbai Central,MMCT,Ahmedabad Junction,ADI,00:13,08:18
12267,Adi Duronto Express,Mumbai Central,MMCT,Ahmedabad Junction,ADI,14:51,20:13
59439,Ahmadabad Passenger,Mumbai Central,MMCT,Ahmedabad Junction,ADI,09:31,07:54
9017,Bct Adi Ac Special,Mumbai Central,MMCT,Ahmedabad Junction,ADI,11:31,03:22
19011,Gujarat Express,Mumbai Central,MMCT,Ahmedabad Junction,ADI,20:36,03:43
12901,Gujarat Mail,Mumbai Central,MMCT,Ahmedabad Junction,ADI,18:13,03:57
12933,Karnavati Express,Mumbai Central,MMCT,Ahmedabad Junction,ADI,13:55,15:20
12009,Shatabdi Express,Mumbai Central,MMCT,Ahmedabad Junction,ADI,05:00,02:01
12111,Cstm Amravati E,Mumbai Central,MMCT,Amravati,AMI,11:24,02:33
12362,Cstm Asansol Express,Mumbai Central,MMCT,Asansol Junction,ASN,05:13,21:53
12903,Goldentemple Ml,Mumbai Central,MMCT,Amritsar Junction,ASR,16:05,10:10
11019,Konark Express,Mumbai Central,MMCT,Bhubaneswar,BBS,05:09,06:47
51029,Bb Bjp Fast Passenger,Mumbai Central,MMCT,Bijapur,BJP,06:48,16:12
9007,Bct Bikaner Special,Mumbai Central,MMCT,Bikaner Junction,BKN,11:25,13:52
12139,Sewagram Express,Mumbai Central,MMCT,Balharshah,BPQ,07:22,06:47
12927,Vadodara Express,Mumbai Central,MMCT,Vadodara Junction,BRC,23:30,15:27
1075,Bsb Teachers Special,Mumbai Central,MMCT,Varanasi Junction,BSB,21:28,18:34
1027,Cstm Bsb Special,Mumbai Central,MMCT,Varanasi Junction,BSB,21:34,11:35
1079,Cstm Bsb Special,Mumbai Central,MMCT,Varanasi Junction,BSB,12:12,15:41
11093,Mahanagari Express,Mumbai Central,MMCT,Varanasi Junction,BSBS,22:11,13:38
16381,Kanyakumari Express,Mumbai Central,MMCT,Kanyakumari,CAPE,22:53,04:34
4154,Cstm Kanpur Special,Mumbai Central,MMCT,Kanpur Central,CNB,22:06,16:49
1065,Cstm Ers Special,Mumbai Central,MMCT,Eranakulam Junction,ERS,07:49,02:29
12137,Punjab Mail,Mumbai Central,MMCT,Firozpur Cant,FZR,07:44,06:08
19023,Fzr Janata Express,Mumbai Central,MMCT,Firozpur Cant,FZR,01:36,09:46
12105,Vidarbha Express,Mumbai Central,MMCT,Gondia Junction,G,11:24,18:51
2083,Cstm Hatia Special,Mumbai Central,MMCT,Hatia,HTE,16:36,22:09
1087,Cstm Hatia Special,Mumbai Central,MMCT,Hatia,HTE,02:17,04:32
2041,Cstm Hwh Superfast Special,Mumbai Central,MMCT,Howrah Junction,HWH,21:02,02:53
12859,Gitanjali Express,Mumbai Central,MMCT,Howrah Junction,HWH,12:15,11:54
12261,Howrah Duronto,Mumbai Central,MMCT,Howrah Junction,HWH,16:06,17:58
12809,Howrah Mail,Mumbai Central,MMCT,Howrah Junction,HWH,17:35,19:07
12869,Howrah Superfast Express,Mumbai Central,MMCT,Howrah Junction,HWH,06:12,06:55
12322,Kolkata Mail,Mumbai Central,MMCT,Howrah Junction,HWH,17:55,22:44
12701,Husainsagar Express,Mumbai Central,MMCT,Hyderabad Decan,HYB,02:33,13:32
17031,Hyderabad Express,Mumbai Central,MMCT,Hyderabad Decan,HYB,16:26,00:40
12961,Avantika Express,Mumbai Central,MMCT,Indore Junction Bg,INDB,06:33,17:09
12227,Indore Duronto,Mumbai Central,MMCT,Indore Junction Bg,INDB,19:32,01:17
2171,Cstm Jat Special,Mumbai Central,MMCT,Jammu Tawi,JAT,08:26,07:17
1701,Cstm Jbp Superfast Special,Mumbai Central,MMCT,Jabalpur,JBP,00:57,17:43
12188,Jbp Garib Rath,Mumbai Central,MMCT,Jabalpur,JBP,23:58,11:58
2188,Jbp Garibrath S,Mumbai Central,MMCT,Jabalpur,JBP,00:48,15:27
12955,Bct Jp Express,Mumbai Central,MMCT,Jaipur,JP,08:57,20:38
12239,Jaipur Duronto,Mumbai Central,MMCT,Jaipur,JP,03:40,18:38
11029,Koyna Express,Mumbai Central,MMCT,C Shahumharaj T,KOP,08:46,16:54
17411,Mahalaxmi Express,Mumbai Central,MMCT,C Shahumharaj T,KOP,10:58,19:33
11023,Sahyadri Express,Mumbai Central,MMCT,C Shahumharaj T,KOP,12:09,15:12
1041,Krmi Ganpati Special,Mumbai Central,MMCT,Karmali,KRMI,20:37,04:42
12534,PusHAPAk Express,Mumbai Central,MMCT,Lucknow Ne,LNJ,03:30,17:02
22107,Cstm Latur Express,Mumbai Central,MMCT,Latur,LUR,16:56,21:45
1051,Cstm Mao Special,Mumbai Central,MMCT,Madgaon,MAO,03:21,11:11
1033,Cstm Mao Special,Mumbai Central,MMCT,Madgaon,MAO,04:26,03:49
10111,Konkan Kanya Express,Mumbai Central,MMCT,Madgaon,MAO,04:58,22:20
10103,Mandovi Express,Mumbai Central,MMCT,Madgaon,MAO,08:08,21:03
12133,Mangalore Express,Mumbai Central,MMCT,Mangalore Cntl,MAQ,05:17,23:13
11027,Chennai Mail,Mumbai Central,MMCT,Chennai Central,MAS,04:58,08:03
11041,Cstm Chennai Express,Mumbai Central,MMCT,Chennai Central,MAS,22:33,07:44
16339,Nagarcoil Express,Mumbai Central,MMCT,Nagercoil Junction,NCJ,10:28,06:43
16351,Nagarcoil Express,Mumbai Central,MMCT,Nagercoil Junction,NCJ,09:41,23:51
59441,Ahmedabad Passenger,Mumbai Central,MMCT,Nandurbar,NDB,15:34,12:50
4093,Bct Ndls Ac Special,Mumbai Central,MMCT,New Delhi,NDLS,01:55,03:22
9003,Bct Ndls Premiu,Mumbai Central,MMCT,New Delhi,NDLS,02:41,02:40
12951,Mumbai RaJPhani,Mumbai Central,MMCT,New Delhi,NDLS,03:16,09:38
9005,Ndls Ac Superfast Special,Mumbai Central,MMCT,New Delhi,NDLS,14:45,06:46
22209,Ndls Duronto Express,Mumbai Central,MMCT,New Delhi,NDLS,02:29,13:53
17617,Tapovan Express,Mumbai Central,MMCT,Nanded,NED,00:31,23:50
1211,Cstm Nagpur Junction Special,Mumbai Central,MMCT,Nagpur Junction,NGP,12:26,07:21
1013,Cstm Nagpur Junction Special,Mumbai Central,MMCT,Nagpur Junction,NGP,16:12,06:25
12289,Nagpur Junction Duronto,Mumbai Central,MMCT,Nagpur Junction,NGP,01:31,00:54
11401,Nandigram Express,Mumbai Central,MMCT,Nagpur Junction,NGP,21:36,03:07
12953,Aug Kr Raj Express,Mumbai Central,MMCT,Hazrat Nizamuddin,NZM,15:14,05:02
4091,Nzm Ac Special,Mumbai Central,MMCT,Hazrat Nizamuddin,NZM,03:24,17:15
19215,Saurashtra Express,Mumbai Central,MMCT,Porbandar,PBR,14:49,22:34
22356,Suvidha Express,Mumbai Central,MMCT,Patna Junction,PNBE,02:04,05:18
11007,Deccan Express,Mumbai Central,MMCT,Pune Junction,PUNE,10:42,11:11
12123,Deccan Queen,Mumbai Central,MMCT,Pune Junction,PUNE,14:01,11:53
22105,Indrayani Express,Mumbai Central,MMCT,Pune Junction,PUNE,15:06,23:52
